"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         330,      -6.325438503,      -3.922148569,      -4.896058143,      -2.100800496
          0,           0,         331,      -6.327155752,      -3.923201162,      -4.897550639,      -2.114606452
          0,           0,         332,      -6.331989902,       -3.92782814,      -4.901240642,      -2.108727343
          0,           0,         333,      -6.333981918,      -3.929223097,      -4.902890357,      -2.122360639
          0,           0,         334,      -6.337208401,      -3.932127922,      -4.904099963,      -2.114161118
          0,           0,         335,      -6.340397059,       -3.93479721,      -4.908035516,      -2.130222857
          0,           0,         336,      -6.343922921,       -3.93806449,      -4.909460691,       -2.12154018
          0,           0,         337,      -6.345495638,       -3.93901644,      -4.910923695,        -2.1351744
          0,           0,         338,      -6.350250355,      -3.943580542,      -4.914686075,      -2.129130871
          0,           0,         339,      -6.352117041,       -3.94489753,      -4.916332453,      -2.142337031
          0,           0,         340,      -6.355260702,      -3.947736899,      -4.917635209,      -2.133942143
          0,           0,         341,      -6.358349082,      -3.950355353,      -4.921577934,      -2.149664002
          0,           0,         342,      -6.361804746,       -3.95357197,      -4.923092771,      -2.140826662
          0,           0,         343,      -6.363269956,      -3.954464246,      -4.924572186,      -2.154149979
          0,           0,         344,      -6.367971053,      -3.958998418,      -4.928420668,      -2.147982452
          0,           0,         345,      -6.369738655,      -3.960266265,       -4.93007625,      -2.160892855
          0,           0,         346,      -6.372819531,      -3.963064298,      -4.931457315,      -2.152371608
          0,           0,         347,      -6.375822999,      -3.965651679,      -4.935408795,      -2.167832061
          0,           0,         348,      -6.379222061,       -3.96883558,      -4.936988213,      -2.158867929
          0,           0,         349,       -6.38059467,      -3.969684805,      -4.938478063,      -2.171961979
          0,           0,         350,      -6.385250443,       -3.97420276,      -4.942385277,      -2.165686276
          0,           0,         351,      -6.386931582,      -3.975435165,      -4.944046994,      -2.178399564
          0,           0,         352,      -6.389959743,      -3.978204641,      -4.945484691,       -2.16979564
          0,           0,         353,      -6.392887467,      -3.980771983,      -4.949444716,      -2.185097004
          0,           0,         354,      -6.396238879,      -3.983934144,      -4.951072197,      -2.176071371
          0,           0,         355,      -6.399076182,      -3.986455021,      -4.952871438,      -2.172375711
          0,           0,         356,      -6.403394962,       -3.99057085,      -4.957172809,      -2.172420389
          0,           0,         357,        -6.4063242,      -3.993206617,      -4.959123854,      -2.171339726
          0,           0,         358,      -6.408836966,      -3.995353669,      -4.960902679,      -2.171720792
          0,           0,         359,      -6.412913774,       -3.99921036,      -4.965123301,      -2.174820078
          0,           0,         360,      -6.415656665,      -4.001653475,       -4.96695823,      -2.175932687
          0,           0,         361,      -6.418026223,      -4.003662013,      -4.968631242,      -2.177769618
          0,           0,         362,      -6.421993857,      -4.007428001,      -4.972773587,      -2.181833012
          0,           0,         363,      -6.424650375,       -4.00980217,       -4.97456785,      -2.183643364
          0,           0,         364,      -6.426951749,      -4.011760137,      -4.976239478,      -2.186007007
          0,           0,         365,      -6.430865186,      -4.015495343,      -4.980398786,       -2.19042884
          0,           0,         366,      -6.433477943,      -4.017843061,      -4.982235205,      -2.192545194
          0,           0,         367,      -6.435743456,      -4.019779901,      -4.983964784,      -2.195161776
          0,           0,         368,      -6.439626126,      -4.023503656,      -4.988179442,      -2.199748576
          0,           0,         369,      -6.442213524,      -4.025838491,      -4.990082834,      -2.202038399
          0,           0,         370,      -6.444457316,      -4.027763465,      -4.991882751,      -2.204817233
          0,           0,         371,      -6.448319402,      -4.031481568,      -4.996157538,      -2.209520981
          0,           0,         372,      -6.450889947,      -4.033807713,      -4.998126886,      -2.211944076
          0,           0,         373,        -6.4531189,      -4.035723739,       -4.99999201,      -2.214852933
          0,           0,         374,      -6.456965336,      -4.039437874,      -5.004320396,      -2.219654489
          0,           0,         375,      -6.459523633,      -4.041756692,      -5.006346887,      -2.222185547
          0,           0,         376,      -6.462920549,      -4.044970698,       -5.00792805,      -2.212183361
          0,           0,         377,      -6.464941758,      -4.046670547,      -5.012751088,      -2.238611495
          0,           0,         378,      -6.467634763,      -4.049172246,      -5.014530635,      -2.237100569
          0,           0,         379,      -6.469956599,       -4.05120063,      -5.016509625,      -2.239144092
          0,           0,         380,      -6.473859293,      -4.054998598,      -5.020930796,      -2.243016126
          0,           0,         381,       -6.47765654,      -4.058685332,      -5.022758545,       -2.23179757
          0,           0,         382,      -6.478079498,      -4.058616635,      -5.025237688,      -2.255918862
          0,           0,         383,      -6.482063546,      -4.062538786,      -5.029404414,      -2.256525686
          0,           0,         384,      -6.484737321,        -4.0649889,      -5.031602336,      -2.257980832
          0,           0,         385,      -6.488248062,      -4.068302024,      -5.033399571,       -2.24697065
          0,           0,         386,      -6.490279213,      -4.070058189,      -5.038294276,      -2.272437808
          0,           0,         387,      -6.493012604,      -4.072597874,      -5.040239375,      -2.270505015
          0,           0,         388,      -6.496583954,      -4.075967474,      -5.042122079,      -2.259396818
          0,           0,         389,       -6.49863667,      -4.077757355,      -5.047031766,      -2.284402186
          0,           0,         390,      -6.501398223,      -4.080322901,      -5.049015946,      -2.282117872
          0,           0,         391,      -6.504999769,      -4.083713443,      -5.050952039,      -2.270771499
          0,           0,         392,      -6.507054551,      -4.085512655,      -5.055888971,      -2.295520557
          0,           0,         393,       -6.50982916,       -4.08808491,      -5.057917103,      -2.293170705
          0,           0,         394,      -6.513449877,      -4.091482478,      -5.059907071,       -2.28180776
          0,           0,         395,      -6.515500694,      -4.093281191,      -5.064867354,      -2.306411239
          0,           0,         396,      -6.518283856,      -4.095853532,      -5.066930286,      -2.304067214
          0,           0,         397,       -6.52192025,      -4.099253748,      -5.068964663,      -2.292726664
          0,           0,         398,      -6.523966012,      -4.101048951,       -5.07394535,      -2.317200047
          0,           0,         399,       -6.52675692,       -4.10361965,      -5.076037861,      -2.314881779
          0,           0,         400,      -6.530408325,      -4.107021636,      -5.078111159,      -2.303574022
          0,           0,         401,      -6.532450017,      -4.108812779,      -5.083112356,      -2.327926318
          0,           0,         402,      -6.535249394,       -4.11138187,      -5.085231713,      -2.325639487
          0,           0,         403,      -6.538916246,      -4.114785991,       -5.08734033,      -2.314364458
          0,           0,         404,        -6.5409556,      -4.116573359,      -5.092362563,      -2.338599061
          0,           0,         405,      -6.543764708,      -4.119141468,      -5.094506886,      -2.336345852
          0,           0,         406,      -6.547447842,      -4.122548501,      -5.096648035,      -2.325102446
          0,           0,         407,      -6.549486836,      -4.124332646,      -5.101691962,         -2.349223
          0,           0,         408,      -6.552307108,      -4.126900572,      -5.103859889,      -2.347005901
          0,           0,         409,      -6.556007479,      -4.130311396,      -5.106031349,      -2.335793784
          0,           0,         410,      -6.558048149,      -4.132092919,      -5.111097749,      -2.359804661
          0,           0,         411,      -6.560881043,       -4.13466147,      -5.113288249,      -2.357626952
          0,           0,         412,      -6.564599617,       -4.13807694,      -5.115488203,      -2.346446745
          0,           0,         413,      -6.566643965,      -4.139856391,      -5.120577887,      -2.370352698
          0,           0,         414,        -6.5694909,      -4.142426298,      -5.122790155,       -2.36821811
          0,           0,         415,      -6.573228608,      -4.145847175,      -5.125017123,      -2.357071001
          0,           0,         416,      -6.575278572,      -4.147625008,      -5.130130919,      -2.380876685
          0,           0,         417,      -6.578140902,      -4.150196886,      -5.132364359,      -2.378789091
          0,           0,         418,      -6.581898623,      -4.153623809,       -5.13461716,      -2.367676503
          0,           0,         419,      -6.583956053,      -4.155400362,      -5.139755896,      -2.391386087
          0,           0,         420,      -6.586835056,      -4.157974699,      -5.142010115,      -2.389349212
          0,           0,         421,      -6.590613605,      -4.161408174,      -5.144287832,      -2.378272493
          0,           0,         422,       -6.59268026,      -4.163183669,      -5.149452309,      -2.401889364
          0,           0,         423,      -6.595577133,       -4.16576083,      -5.151727057,       -2.39990658
          0,           0,         424,      -6.599377258,      -4.169201239,      -5.154028971,      -2.388866759
          0,           0,         425,      -6.601454802,      -4.170975796,      -5.159219924,      -2.412393364
          0,           0,         426,      -6.604370659,      -4.173556034,      -5.161515058,      -2.410467537
          0,           0,         427,      -6.608193042,      -4.177003647,      -5.163840575,      -2.399465161
          0,           0,         428,      -6.610283044,      -4.178777297,      -5.169058666,      -2.422902957
          0,           0,         429,      -6.613218919,      -4.181360768,      -5.171374092,      -2.421036359
          0,           0,         430,      -6.617064178,      -4.184815757,      -5.173722692,      -2.410071376
          0,           0,         431,      -6.619168115,      -4.186588463,      -5.178968498,      -2.433420857
          0,           0,         432,      -6.622124964,      -4.189175249,      -5.181304137,      -2.431615116
          0,           0,         433,      -6.625993654,      -4.192637711,      -5.183675326,      -2.420686812
          0,           0,         434,      -6.628112915,      -4.194409385,      -5.188949341,      -2.443947607
          0,           0,         435,      -6.631091618,      -4.196999511,      -5.191305097,      -2.442203705
          0,           0,         436,      -6.634984235,      -4.200469483,      -5.193698369,      -2.431310703
          0,           0,         437,      -6.637120123,      -4.202240008,      -5.199001021,       -2.45448171
          0,           0,         438,      -6.640121492,      -4.204833462,      -5.201376761,      -2.452800021
          0,           0,         439,      -6.644038475,      -4.208310937,      -5.203791572,      -2.441940321
          0,           0,         440,      -6.646192215,      -4.210080185,      -5.209123226,      -2.465019889
          0,           0,         441,      -6.649216992,      -4.212676934,      -5.211518763,      -2.463400241
          0,           0,         442,      -6.653158729,      -4.216161881,      -5.213954515,      -2.452571304
          0,           0,         443,      -6.655331469,      -4.217929727,      -5.219315491,       -2.47555742
          0,           0,         444,      -6.658380336,      -4.220529731,      -5.221730585,      -2.473999193
          0,           0,         445,      -6.662347168,      -4.224022109,      -5.224186608,      -2.463198051
          0,           0,         446,      -6.664539985,      -4.225788441,      -5.229577194,      -2.486088532
          0,           0,         447,      -6.667613566,      -4.228391666,      -5.232011538,      -2.484590755
          0,           0,         448,      -6.671605791,      -4.231891432,       -5.23448709,      -2.473814135
          0,           0,         449,      -6.673819696,      -4.233656165,      -5.239907547,      -2.496606807
          0,           0,         450,      -6.676918564,      -4.236262595,      -5.242360783,      -2.495168259
          0,           0,         451,      -6.680936441,      -4.239769715,      -5.244855048,      -2.484412703
          0,           0,         452,      -6.683172386,      -4.241532793,      -5.250305628,      -2.507105558
          0,           0,         453,      -6.686297063,       -4.24414243,      -5.252777347,      -2.505724866
          0,           0,         454,      -6.690340818,      -4.247656883,      -5.255289442,      -2.494986861
          0,           0,         455,      -6.692599698,      -4.249418288,      -5.260770396,      -2.517578176
          0,           0,         456,      -6.695750666,       -4.25203116,      -5.263260149,      -2.516253898
          0,           0,         457,      -6.699820495,      -4.255552946,      -5.265789134,      -2.505529974
          0,           0,         458,      -6.702103153,      -4.257312693,      -5.271300723,      -2.528018418
          0,           0,         459,      -6.705280855,      -4.259928855,      -5.273808033,      -2.526749113
          0,           0,         460,      -6.709810499,      -4.264057868,      -5.276996307,      -2.516162312
          0,           0,         461,      -6.712013477,      -4.265660778,      -5.282265701,      -2.538795015
          0,           0,         462,      -6.715132257,      -4.268161727,       -5.28461282,      -2.537466886
          0,           0,         463,      -6.719622139,      -4.272210408,      -5.287738875,      -2.526728954
          0,           0,         464,      -6.721805519,      -4.273749281,      -5.292996742,       -2.54918473
          0,           0,         465,      -6.724918227,      -4.276207134,      -5.295330574,      -2.547843349
          0,           0,         466,       -6.72940653,      -4.280228379,      -5.298454203,      -2.537085191
          0,           0,         467,      -6.731598015,      -4.281741255,      -5.303739322,      -2.559438072
          0,           0,         468,      -6.734725244,      -4.284184264,      -5.306085772,      -2.558159638
          0,           0,         469,      -6.739227139,      -4.288198613,      -5.309217559,      -2.547413564
          0,           0,         470,      -6.741438502,      -4.289700482,      -5.314530699,      -2.569676761
          0,           0,         471,       -6.74458876,      -4.292139804,       -5.31688922,       -2.56845696
          0,           0,         472,      -6.749110352,      -4.296155322,      -5.320029028,      -2.557710921
          0,           0,         473,      -6.751346683,      -4.297652169,      -5.325371302,       -2.57988002
          0,           0,         474,      -6.754523676,      -4.300092332,      -5.327743615,      -2.578712415
          0,           0,         475,      -6.759067628,      -4.304112295,      -5.330892518,      -2.567960806
          0,           0,         476,      -6.761331465,      -4.305606709,      -5.336265051,      -2.590034025
          0,           0,         477,      -6.764536965,      -4.308049725,      -5.338651958,      -2.588916402
          0,           0,         478,      -6.769104491,      -4.312075563,      -5.341810123,      -2.578156775
          0,           0,         479,      -6.771397268,      -4.313568795,      -5.347213673,      -2.600134484
          0,           0,         480,      -6.774632202,      -4.316015661,      -5.349615379,      -2.599065976
          0,           0,         481,      -6.779223892,      -4.320048042,      -5.352782476,      -2.588297203
          0,           0,         482,      -6.781546549,      -4.321540792,      -5.358217747,      -2.610180871
          0,           0,         483,      -6.784811472,      -4.323992072,      -5.360634304,      -2.609161271
          0,           0,         484,      -6.789427648,      -4.328031339,      -5.363809863,      -2.598382726
          0,           0,         485,      -6.791780896,      -4.329524078,       -5.36927752,      -2.620174041
          0,           0,         486,      -6.795076192,      -4.331980155,      -5.371708879,      -2.619202929
          0,           0,         487,      -6.799717052,      -4.336026511,      -5.374892326,      -2.608413861
          0,           0,         488,       -6.80210148,      -4.337519616,      -5.380392907,      -2.630114427
          0,           0,         489,      -6.805427441,      -4.339980794,      -5.382838892,      -2.629191204
          0,           0,         490,      -6.810093122,      -4.344034385,      -5.386029514,      -2.618390956
          0,           0,         491,      -6.812509244,      -4.345528192,       -5.39156345,      -2.640002499
          0,           0,         492,       -6.81586611,      -4.347994742,      -5.394023789,      -2.639126656
          0,           0,         493,      -6.820556713,      -4.352055692,      -5.397220785,      -2.628314778
          0,           0,         494,      -6.823004995,      -4.353550519,      -5.402788485,      -2.649839173
          0,           0,         495,      -6.826392972,      -4.356022695,      -5.405262899,      -2.649010229
          0,           0,         496,      -6.831108579,      -4.360091113,      -5.408465466,      -2.638186372
          0,           0,         497,      -6.833589452,      -4.361587275,      -5.414067378,      -2.659625496
          0,           0,         498,      -6.837008724,      -4.364065321,      -5.416555616,       -2.65884289
          0,           0,         499,      -6.841749409,      -4.368141312,      -5.419762971,      -2.648006717
          0,           0,         500,      -6.844263274,      -4.369639122,      -5.425399563,      -2.669362391
          0,           0,         501,       -6.84771401,      -4.372123281,      -5.427901382,      -2.668625472
          0,           0,         502,      -6.852479838,      -4.376206951,      -5.431112741,      -2.657776645
          0,           0,         503,      -6.855027072,      -4.377706726,      -5.436784511,      -2.679050658
          0,           0,         504,      -6.858509426,      -4.380197243,      -5.439299707,      -2.678358714
          0,           0,         505,      -6.863300455,      -4.384288697,       -5.44251429,      -2.667496929
          0,           0,         506,      -6.865881415,      -4.385790761,      -5.448221746,      -2.688691107
          0,           0,         507,       -6.86939553,      -4.388287883,      -5.450750079,      -2.688043383
          0,           0,         508,      -6.874211817,      -4.392387235,      -5.453967039,      -2.677168368
          0,           0,         509,      -6.876826839,      -4.393891916,      -5.459710658,       -2.69828457
          0,           0,         510,      -6.880372849,      -4.396395893,      -5.462251872,      -2.697680297
          0,           0,         511,      -6.885214448,       -4.40050326,      -5.465470336,      -2.686791807
          0,           0,         512,      -6.887863853,      -4.402010893,      -5.471250631,      -2.707831954
          0,           0,         513,      -6.891441883,      -4.404521979,      -5.473804467,      -2.707270337
          0,           0,         514,      -6.896308842,      -4.408637481,      -5.477023535,      -2.696368159
          0,           0,         515,      -6.898992933,      -4.410148408,      -5.482841038,      -2.717334226
          0,           0,         516,        -6.9026031,      -4.412666861,      -5.485407237,      -2.716814443
          0,           0,         517,      -6.907495467,      -4.416790625,      -5.488625985,      -2.705898397
          0,           0,         518,      -6.910214532,      -4.418305189,      -5.494481262,      -2.726792402
          0,           0,         519,      -6.913856945,      -4.420831269,      -5.497059562,      -2.726313626
          0,           0,         520,      -6.918774762,      -4.424963424,      -5.500277049,      -2.715383579
          0,           0,         521,      -6.921529077,      -4.426481974,      -5.506170691,      -2.736207595
          0,           0,         522,      -6.925203836,      -4.429015943,      -5.508760832,      -2.735768984
          0,           0,         523,      -6.930147145,      -4.433156622,      -5.511976093,      -2.724824859
          0,           0,         524,      -6.932936967,       -4.43467951,      -5.517908728,         -2.745581
          0,           0,         525,      -6.936644168,      -4.437221629,      -5.520510447,      -2.745181726
          0,           0,         526,      -6.941613003,      -4.441370968,      -5.523722497,      -2.734223499
          0,           0,         527,       -6.94443858,      -4.442898546,      -5.529694782,      -2.754913931
          0,           0,         528,      -6.948178308,      -4.445449077,      -5.532307819,      -2.754553165
          0,           0,         529,      -6.953172704,      -4.449607212,      -5.535515652,      -2.743580877
          0,           0,         530,      -6.956034268,       -4.45113983,      -5.541528276,      -2.764207808
          0,           0,         531,      -6.959806604,      -4.453699034,      -5.544152366,      -2.763884739
          0,           0,         532,      -6.964826589,      -4.457866101,      -5.547354954,      -2.752898495
          0,           0,         533,      -6.967724362,       -4.45940411,      -5.553408639,      -2.773464169
          0,           0,         534,       -6.97152938,      -4.461972245,      -5.556043519,      -2.773178013
          0,           0,         535,      -6.976574978,       -4.46614838,      -5.559239806,      -2.762177984
          0,           0,         536,      -6.979509171,      -4.467692128,      -5.565335306,      -2.782684682
          0,           0,         537,      -6.983346936,      -4.470269448,      -5.567980712,      -2.782434676
          0,           0,         538,       -6.98841817,      -4.474454787,      -5.571169627,      -2.771421105
          0,           0,         539,      -6.991388981,      -4.476004617,      -5.577307731,       -2.79187113
          0,           0,         540,      -6.995259555,      -4.478591373,      -5.579963398,      -2.791656549
          0,           0,         541,      -7.000356441,      -4.482786049,      -5.583143842,      -2.780629749
          0,           0,         542,      -7.003364062,      -4.484342302,      -5.589325375,      -2.801025427
          0,           0,         543,      -7.007267499,       -4.48693874,      -5.591991041,      -2.800845574
          0,           0,         544,      -7.012390052,      -4.491142883,      -5.595161901,      -2.789805931
          0,           0,         545,      -7.015434661,      -4.492705894,      -5.601387719,      -2.810149585
          0,           0,         546,      -7.019371011,      -4.495312255,      -5.604063126,      -2.810003805
          0,           0,         547,      -7.024519242,      -4.499525993,       -5.60722327,      -2.798951766
          0,           0,         548,      -7.027601011,      -4.501096092,      -5.613494266,      -2.819245727
          0,           0,         549,       -7.03157032,      -4.503712611,      -5.616179162,      -2.819133394
          0,           0,         550,      -7.036744235,      -4.507936069,      -5.619327439,      -2.808069473
          0,           0,         551,      -7.039863327,      -4.509513579,      -5.625644542,      -2.828316042
          0,           0,         552,      -7.043865633,      -4.512140485,      -5.628338675,      -2.828236568
          0,           0,         553,      -7.049065236,      -4.516373784,       -5.63147392,       -2.81716133
          0,           0,         554,      -7.052221806,      -4.517959021,      -5.637838096,      -2.837362784
          0,           0,         555,      -7.056257146,      -4.520596537,      -5.640541221,       -2.83731561
          0,           0,         556,      -7.061482436,      -4.524839795,      -5.643662252,      -2.826229675
          0,           0,         557,      -7.064676633,      -4.526433068,      -5.650074501,       -2.84638824
          0,           0,         558,      -7.068745038,       -4.52908141,      -5.652786375,      -2.846372833
          0,           0,         559,      -7.073996012,      -4.533334738,      -5.655891996,      -2.835276857
          0,           0,         560,      -7.077227978,       -4.53493635,      -5.662353355,      -2.855394721
          0,           0,         561,      -7.081329474,      -4.537595728,       -5.66507374,      -2.855410566
          0,           0,         562,      -7.086606126,      -4.541859235,      -5.668162734,       -2.84430524
          0,           0,         563,      -7.089875997,       -4.54346948,      -5.674674271,      -2.864384524
          0,           0,         564,      -7.094010608,      -4.546140095,       -5.67740293,      -2.864431132
          0,           0,         565,      -7.099312928,      -4.550413886,      -5.680474059,      -2.853317173
          0,           0,         566,      -7.102620834,      -4.552033051,      -5.687036884,       -2.87335994
          0,           0,         567,       -7.10678858,      -4.554715097,      -5.689773582,      -2.873436838
          0,           0,         568,      -7.112116555,      -4.558999272,      -5.692825591,       -2.86231498
          0,           0,         569,      -7.115462622,      -4.560627636,      -5.699440841,      -2.882323223
          0,           0,         570,       -7.11966352,      -4.563321302,      -5.702185341,      -2.882429958
          0,           0,         571,      -7.125017135,      -4.567615956,      -5.705216946,      -2.871300947
          0,           0,         572,      -7.128401484,      -4.569253791,      -5.711885799,      -2.891276594
          0,           0,         573,      -7.132635547,      -4.571959258,      -5.714637861,      -2.891412724
          0,           0,         574,      -7.138014782,      -4.576264482,      -5.717647759,      -2.880277322
          0,           0,         575,      -7.141437531,      -4.577912051,      -5.724371426,       -2.90022223
          0,           0,         576,      -7.145704771,      -4.580629495,      -5.727130803,       -2.90038733
          0,           0,         577,      -7.151109606,      -4.584945376,      -5.730117663,      -2.889246304
          0,           0,         578,      -7.154570868,      -4.586602936,      -5.736897388,       -2.90916226
          0,           0,         579,      -7.158871294,      -4.589332524,      -5.739663838,      -2.909355919
          0,           0,         580,      -7.164301705,      -4.593659146,      -5.742626301,      -2.898210036
          0,           0,         581,      -7.167801591,      -4.595326945,      -5.749463361,      -2.918098764
          0,           0,         582,      -7.172135209,       -4.59806884,      -5.752236635,      -2.918320587
          0,           0,         583,       -7.17759117,      -4.602406281,      -5.755173313,       -2.90717061
          0,           0,         584,      -7.181129789,      -4.604084563,      -5.762069026,      -2.927033766
          0,           0,         585,      -7.185496604,       -4.60683892,      -5.764848865,       -2.92728337
          0,           0,         586,      -7.191551388,      -4.612150974,      -5.768880999,      -2.916286665
          0,           0,         587,      -7.194424636,       -4.61263887,      -5.774122512,       -2.93636313
          0,           0,         588,      -7.199421592,      -4.616412641,      -5.778397754,       -2.93658536
          0,           0,         589,      -7.204808986,      -4.620568025,      -5.780788447,      -2.925378721
          0,           0,         590,      -7.208338502,      -4.622120346,      -5.787609032,      -2.945206161
          0,           0,         591,      -7.212705446,      -4.624789899,      -5.790322704,      -2.945347923
          0,           0,         592,      -7.218756554,      -4.630037051,      -5.794251909,      -2.934254776
          0,           0,         593,      -7.221681759,      -4.630496426,      -5.799590036,      -2.954247556
          0,           0,         594,      -7.226709593,      -4.634244485,      -5.803861281,      -2.954488753
          0,           0,         595,      -7.232129352,      -4.638391121,      -5.806176496,      -2.943275213
          0,           0,         596,      -7.235722522,      -4.639942881,      -5.813124598,      -2.963061074
          0,           0,         597,      -7.240144742,      -4.642620874,      -5.815842607,      -2.963264165
          0,           0,         598,      -7.246230861,      -4.647870537,      -5.819700356,      -2.952174962
          0,           0,         599,      -7.249237208,      -4.648351872,      -5.825161437,      -2.972141044
          0,           0,         600,      -7.254317877,      -4.652111097,      -5.829439925,      -2.972428379
          0,           0,         601,      -7.259786185,      -4.656276267,      -5.831680441,      -2.961222812
          0,           0,         602,      -7.263455588,      -4.657848023,      -5.838759905,      -2.980976599
          0,           0,         603,      -7.267942329,      -4.660549776,      -5.841485241,      -2.981233566
          0,           0,         604,      -7.274070386,      -4.665813027,      -5.845270708,      -2.970143249
          0,           0,         605,      -7.277163724,      -4.666325345,      -5.850863109,       -2.99008418
          0,           0,         606,      -7.282301627,      -4.670102337,      -5.855151567,      -2.990412531
          0,           0,         607,      -7.287821501,      -4.674290896,      -5.857315772,       -2.97921421
          0,           0,         608,      -7.291570156,      -4.675886927,        -5.8645343,      -2.998937589
          0,           0,         609,      -7.296123434,      -4.678615623,      -5.867268502,      -2.999245433
          0,           0,         610,      -7.302294857,      -4.683894665,      -5.870977556,      -2.988155687
          0,           0,         611,      -7.305476756,       -4.68444034,      -5.876709056,      -3.008074441
          0,           0,         612,      -7.310673026,      -4.688236771,      -5.881007197,      -3.008443329
          0,           0,         613,       -7.31624496,      -4.692449845,       -5.88308982,      -2.997254744
          0,           0,         614,      -7.320073957,      -4.694071641,      -5.890454345,      -3.016952109
          0,           0,         615,      -7.324694273,      -4.696828317,      -5.893196583,       -3.01731015
          0,           0,         616,      -7.330909334,      -4.702123757,      -5.896822794,       -3.00622401
          0,           0,         617,      -7.334180456,      -4.702703894,      -5.902700571,      -3.026124608
          0,           0,         618,      -7.339435507,      -4.706520478,      -5.907006762,      -3.026533818
          0,           0,         619,       -7.34505944,      -4.710758451,      -5.909001256,      -3.015357506
          0,           0,         620,      -7.348969428,      -4.712406903,      -5.916518636,      -3.035033196
          0,           0,         621,      -7.353656916,      -4.715192119,      -5.919267457,      -3.035440664
          0,           0,         622,      -7.359915603,      -4.720504222,      -5.922803777,       -3.02436097
          0,           0,         623,      -7.363276392,      -4.721119601,      -5.928835241,      -3.044247178
          0,           0,         624,      -7.368590439,      -4.724956813,      -5.933147617,      -3.044696422
          0,           0,         625,      -7.374266158,      -4.729219888,      -5.935047124,      -3.033534806
          0,           0,         626,       -7.37825768,      -4.730895708,      -5.942724532,      -3.053192652
          0,           0,         627,      -7.383012373,      -4.733709881,      -5.945478432,       -3.05364875
          0,           0,         628,      -7.389314583,       -4.73903882,      -5.948917611,      -3.042578159
          0,           0,         629,       -7.39276544,      -4.739690095,      -5.955110498,      -3.062453171
          0,           0,         630,      -7.398138641,      -4.743548328,      -5.959427166,      -3.062942128
          0,           0,         631,      -7.403865883,      -4.747836644,      -5.961224591,      -3.051797459
          0,           0,         632,      -7.407939464,      -4.749540462,      -5.969069481,      -3.071440767
          0,           0,         633,      -7.412761367,      -4.752383944,      -5.971826881,      -3.071944702
          0,           0,         634,      -7.419106963,       -4.75772986,       -5.97516136,      -3.060885691
          0,           0,         635,      -7.422648298,      -4.758417616,      -5.981523651,      -3.080752306
          0,           0,         636,      -7.428080793,       -4.76229722,      -5.985842583,      -3.081280637
          0,           0,         637,      -7.433859277,      -4.766610892,      -5.987530491,      -3.070155018
          0,           0,         638,      -7.438015464,      -4.768343285,      -5.995550533,      -3.089786719
          0,           0,         639,       -7.44290458,      -4.771216391,      -5.998309708,      -3.090337737
          0,           0,         640,      -7.449293405,      -4.776579414,      -6.001531568,      -3.079292601
          0,           0,         641,      -7.452925669,      -4.777304184,       -6.00807152,      -3.099153342
          0,           0,         642,      -7.458417599,      -4.781205487,      -6.012390539,      -3.099720706
          0,           0,         643,      -7.464247035,      -4.785544614,      -6.013961173,      -3.088616099
          0,           0,         644,      -7.468486412,      -4.787306123,      -6.022164313,      -3.108238817
          0,           0,         645,      -7.473442753,      -4.790209141,      -6.024923419,      -3.108836207
          0,           0,         646,      -7.479874637,      -4.795589397,      -6.028024436,      -3.097807071
          0,           0,         647,      -7.483598329,      -4.796351673,       -6.03475061,      -3.117664217
          0,           0,         648,      -7.489149835,      -4.800274984,      -6.039067408,      -3.118270261
          0,           0,         649,      -7.495029925,      -4.804639659,      -6.040512732,      -3.107188501
          0,           0,         650,      -7.499353124,      -4.806430791,      -6.048907218,      -3.126804614
          0,           0,         651,      -7.504376713,      -4.809363986,      -6.051664302,      -3.127447693
          0,           0,         652,      -7.510851465,      -4.814761601,      -6.054635978,      -3.116436528
          0,           0,         653,      -7.514667138,      -4.815561838,      -6.061557264,       -3.13629216
          0,           0,         654,       -7.52027837,       -4.81950745,      -6.065869415,      -3.136936534
          0,           0,         655,      -7.526208802,      -4.823897756,       -6.06718115,      -3.125879364
          0,           0,         656,      -7.530616503,      -4.825718987,      -6.075775518,      -3.145490999
          0,           0,         657,      -7.535707371,      -4.828682603,      -6.078528512,      -3.146179123
          0,           0,         658,      -7.542224783,      -4.834097698,      -6.081362112,      -3.135187814
          0,           0,         659,      -7.546133049,      -4.834936314,      -6.088487698,      -3.155043784
          0,           0,         660,      -7.551804158,      -4.838904502,      -6.092792643,      -3.155726153
          0,           0,         661,      -7.557784604,      -4.843320515,      -6.093962287,      -3.144695239
          0,           0,         662,      -7.562277542,      -4.845172289,      -6.102765343,      -3.164304285
          0,           0,         663,      -7.567435734,       -4.84816655,      -6.105512082,      -3.165036873
          0,           0,         664,      -7.573995566,      -4.853599241,      -6.108198626,      -3.154067166
          0,           0,         665,      -7.577997102,      -4.854476619,      -6.115537987,      -3.173925154
          0,           0,         666,      -7.583728244,      -4.858467643,      -6.119833057,      -3.174645197
          0,           0,         667,      -7.589758351,      -4.862909428,      -6.120851881,      -3.163642105
          0,           0,         668,      -7.594337322,      -4.864792159,      -6.129872687,      -3.183250244
